Witness ID,Witness Name,Title,Organization,Meeting Name,Date,Time,Acronym,Notice Link,Evidence Link,Minutes Link
98955,Ms. Susan Annis,", Executive Director",Cultural Human Resources Council,HUMA,"Thursday, October 5, 2006",11:03 a.m. - 12:57 p.m. (EDT),HUMA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-15/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-15/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-15/minutes
98993,Mr. Monjur Chowdhury,", Chief Executive Officer",Canadian Centre for Global Professionals,HUMA,"Tuesday, March 27, 2007",9:04 a.m. - 12:08 p.m. (EDT),HUMA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-65/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-65/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-65/minutes
98937,Ms. Margan Dawson,", Executive Director",Association of Workplace Educators of Nova Scotia (AWENS),HUMA,"Tuesday, October 24, 2006",10:17 a.m. - 11:54 a.m. (EDT),HUMA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-21/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-21/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-21/minutes
98946,Mr. Laurent Champagne,", President",Church Council on Justice and Corrections,OGGO,"Tuesday, February 8, 2011",11:00 a.m. - 1:04 p.m. (EST),OGGO,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/OGGO/meeting-47/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/OGGO/meeting-47/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/OGGO/meeting-47/minutes
98946,Mr. Laurent Champagne,", President",Church Council on Justice and Corrections,JUST,"Tuesday, February 8, 2011",3:32 p.m. - 5:30 p.m. (EST),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-36/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-36/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-36/minutes
98946,Mr. Laurent Champagne,", President",Church Council on Justice and Corrections,JUST,"Wednesday, November 29, 2006",3:32 p.m. - 5:30 p.m. (EST),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-36/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-36/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-36/minutes
98950,Ms. Catherine Cottingham,", Executive Director and Chief Executive Officer",Electricity Human Resources Canada,HUMA,"Thursday, October 5, 2006",11:03 a.m. - 12:57 p.m. (EDT),HUMA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-15/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-15/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-15/minutes
98923,D/Chief Clayton J.D. Pecknold,", Deputy Chief",Canadian Association of Chiefs of Police,JUST,"Tuesday, April 1, 2008",3:30 p.m. - 3:41 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-2/JUST/meeting-21/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-2/JUST/meeting-21/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-2/JUST/meeting-21/minutes
98923,D/Chief Clayton J.D. Pecknold,", Deputy Chief",Canadian Association of Chiefs of Police,JUST,"Tuesday, April 1, 2008",3:33 p.m. - 5:34 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-17/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-17/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-17/minutes
98923,D/Chief Clayton J.D. Pecknold,", Deputy Chief",Canadian Association of Chiefs of Police,JUST,"Thursday, September 28, 2006",3:33 p.m. - 5:34 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-17/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-17/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-17/minutes
98925,Mr. Bradley George,", Director",Canadian Federation of Independent Business,HUMA,"Monday, October 23, 2006",8:05 a.m. - 9:41 a.m. (EDT),HUMA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-18/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-18/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-18/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Thursday, December 1, 2016",3:30 p.m. - 5:06 p.m. (EST),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/SECU/meeting-47/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/SECU/meeting-47/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/SECU/meeting-47/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Thursday, December 1, 2016",11:02 a.m. - 1:02 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/SECU/meeting-19/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/SECU/meeting-19/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/SECU/meeting-19/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,INAN,"Thursday, December 1, 2016",3:40 p.m. - 5:44 p.m. (EDT),INAN,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/INAN/meeting-9/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/INAN/meeting-9/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/INAN/meeting-9/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Thursday, December 1, 2016",3:29 p.m. - 6:04 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/JUST/meeting-67/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/JUST/meeting-67/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/JUST/meeting-67/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Thursday, December 1, 2016",8:51 a.m. - 10:48 a.m. (EST),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/SECU/meeting-46/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/SECU/meeting-46/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/SECU/meeting-46/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Thursday, December 1, 2016",3:30 p.m. - 5:02 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-38/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-38/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-38/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Thursday, December 1, 2016",3:37 p.m. - 4:46 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-34/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-34/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-34/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Thursday, December 1, 2016",10:59 a.m. - 1:00 p.m. (EST),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-17/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-17/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-17/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Thursday, December 1, 2016",8:54 a.m. - 10:27 a.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/JUST/meeting-10/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/JUST/meeting-10/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/JUST/meeting-10/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Thursday, December 1, 2016",11:37 a.m. - 1:05 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-6/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-6/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-6/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Thursday, December 1, 2016",6:35 p.m. - 9:57 p.m. (EST),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/SECU/meeting-55/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/SECU/meeting-55/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/SECU/meeting-55/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Thursday, December 1, 2016",3:30 p.m. - 5:30 p.m. (EST),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/JUST/meeting-36/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/JUST/meeting-36/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/JUST/meeting-36/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,AANO,"Thursday, December 1, 2016",11:07 a.m. - 1:01 p.m. (EST),AANO,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/AANO/meeting-40/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/AANO/meeting-40/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/AANO/meeting-40/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Thursday, December 1, 2016",11:05 a.m. - 12:53 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-32/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-32/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-32/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Thursday, December 1, 2016",9:05 a.m. - 11:06 a.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-24/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-24/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-24/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Thursday, December 1, 2016",3:31 p.m. - 5:31 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-24/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-24/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-24/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,PACP,"Thursday, December 1, 2016",3:27 p.m. - 5:44 p.m. (EDT),PACP,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/PACP/meeting-45/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/PACP/meeting-45/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/PACP/meeting-45/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,AANO,"Thursday, December 1, 2016",11:11 a.m. - 1:09 p.m. (EST),AANO,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-33/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-33/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-33/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, May 31, 2016",11:02 a.m. - 1:02 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/SECU/meeting-19/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/SECU/meeting-19/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/SECU/meeting-19/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,INAN,"Tuesday, May 31, 2016",3:40 p.m. - 5:44 p.m. (EDT),INAN,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/INAN/meeting-9/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/INAN/meeting-9/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/INAN/meeting-9/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Tuesday, May 31, 2016",3:29 p.m. - 6:04 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/JUST/meeting-67/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/JUST/meeting-67/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/JUST/meeting-67/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, May 31, 2016",8:51 a.m. - 10:48 a.m. (EST),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/SECU/meeting-46/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/SECU/meeting-46/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/SECU/meeting-46/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, May 31, 2016",3:30 p.m. - 5:02 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-38/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-38/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-38/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, May 31, 2016",3:37 p.m. - 4:46 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-34/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-34/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-34/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, May 31, 2016",10:59 a.m. - 1:00 p.m. (EST),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-17/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-17/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-17/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Tuesday, May 31, 2016",8:54 a.m. - 10:27 a.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/JUST/meeting-10/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/JUST/meeting-10/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/JUST/meeting-10/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, May 31, 2016",11:37 a.m. - 1:05 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-6/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-6/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-6/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, May 31, 2016",6:35 p.m. - 9:57 p.m. (EST),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/SECU/meeting-55/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/SECU/meeting-55/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/SECU/meeting-55/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Tuesday, May 31, 2016",3:30 p.m. - 5:30 p.m. (EST),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/JUST/meeting-36/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/JUST/meeting-36/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/JUST/meeting-36/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,AANO,"Tuesday, May 31, 2016",11:07 a.m. - 1:01 p.m. (EST),AANO,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/AANO/meeting-40/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/AANO/meeting-40/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/AANO/meeting-40/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, May 31, 2016",11:05 a.m. - 12:53 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-32/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-32/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-32/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, May 31, 2016",9:05 a.m. - 11:06 a.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-24/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-24/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/SECU/meeting-24/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Tuesday, May 31, 2016",3:31 p.m. - 5:31 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-24/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-24/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-24/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,PACP,"Tuesday, May 31, 2016",3:27 p.m. - 5:44 p.m. (EDT),PACP,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/PACP/meeting-45/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/PACP/meeting-45/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/PACP/meeting-45/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,AANO,"Tuesday, May 31, 2016",11:11 a.m. - 1:09 p.m. (EST),AANO,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-33/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-33/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-33/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,INAN,"Tuesday, April 19, 2016",3:40 p.m. - 5:44 p.m. (EDT),INAN,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/INAN/meeting-9/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/INAN/meeting-9/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/INAN/meeting-9/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Tuesday, April 19, 2016",3:29 p.m. - 6:04 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/JUST/meeting-67/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/JUST/meeting-67/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/JUST/meeting-67/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, April 19, 2016",8:51 a.m. - 10:48 a.m. (EST),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/SECU/meeting-46/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/SECU/meeting-46/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/SECU/meeting-46/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, April 19, 2016",3:30 p.m. - 5:02 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-38/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-38/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-38/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, April 19, 2016",3:37 p.m. - 4:46 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-34/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-34/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-34/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, April 19, 2016",10:59 a.m. - 1:00 p.m. (EST),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-17/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-17/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-17/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Tuesday, April 19, 2016",8:54 a.m. - 10:27 a.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/JUST/meeting-10/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/JUST/meeting-10/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/JUST/meeting-10/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, April 19, 2016",11:37 a.m. - 1:05 p.m. (EDT),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-6/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-6/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-1/SECU/meeting-6/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,SECU,"Tuesday, April 19, 2016",6:35 p.m. - 9:57 p.m. (EST),SECU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/SECU/meeting-55/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/SECU/meeting-55/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/SECU/meeting-55/minutes
98930,Mr. Howard Sapers,", Correctional Investigator of Canada",Office of the Correctional Investigator of Canada,JUST,"Tuesday, April 19, 2016",3:30 p.m. - 5:30 p.m. (EST),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/JUST/meeting-36/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/JUST/meeting-36/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/JUST/meeting-36/minutes
